U, C_V, P, R
0.887071, 0.974498, 0.948348, 0.887071
0.886922, 0.974454, 0.948265, 0.886922
0.886771, 0.974411, 0.948181, 0.886771
0.886622, 0.974367, 0.948098, 0.886622
0.886475, 0.974324, 0.948015, 0.886475
0.886328, 0.974280, 0.947932, 0.886328
0.886180, 0.974237, 0.947849, 0.886180
0.886032, 0.974193, 0.947766, 0.886032
0.885886, 0.974150, 0.947683, 0.885886
0.885742, 0.974106, 0.947600, 0.885742
0.885598, 0.974063, 0.947517, 0.885598
0.885454, 0.974019, 0.947434, 0.885454
0.885310, 0.973976, 0.947351, 0.885310
0.885167, 0.973932, 0.947269, 0.885167
0.885023, 0.973889, 0.947186, 0.885023
0.884878, 0.973845, 0.947104, 0.884878
0.884733, 0.973801, 0.947022, 0.884733
0.884588, 0.973758, 0.946939, 0.884588
0.884442, 0.973714, 0.946857, 0.884442
0.884298, 0.973671, 0.946774, 0.884298
0.884154, 0.973627, 0.946691, 0.884154
0.884008, 0.973584, 0.946608, 0.884008
0.883861, 0.973540, 0.946525, 0.883861
0.883712, 0.973497, 0.946441, 0.883712
0.883564, 0.973453, 0.946359, 0.883564
0.883417, 0.973409, 0.946276, 0.883417
0.883269, 0.973366, 0.946194, 0.883269
0.883121, 0.973322, 0.946111, 0.883121
0.882974, 0.973279, 0.946028, 0.882974
0.882827, 0.973235, 0.945946, 0.882827
0.882682, 0.973192, 0.945864, 0.882682
0.882539, 0.973148, 0.945783, 0.882539
0.882395, 0.973105, 0.945700, 0.882395
0.882252, 0.973061, 0.945618, 0.882252
0.882110, 0.973018, 0.945536, 0.882110
0.881969, 0.972974, 0.945454, 0.881969
0.881829, 0.972931, 0.945373, 0.881829
0.881690, 0.972887, 0.945292, 0.881690
0.881550, 0.972844, 0.945211, 0.881550
0.881410, 0.972800, 0.945131, 0.881410
0.881269, 0.972757, 0.945049, 0.881269
0.881130, 0.972713, 0.944968, 0.881130
0.880990, 0.972670, 0.944886, 0.880990
0.880848, 0.972626, 0.944805, 0.880848
0.880708, 0.972583, 0.944723, 0.880708
0.880566, 0.972539, 0.944641, 0.880566
0.880426, 0.972496, 0.944560, 0.880426
0.880285, 0.972452, 0.944478, 0.880285
0.880142, 0.972408, 0.944396, 0.880142
0.879997, 0.972365, 0.944312, 0.879997
0.879854, 0.972321, 0.944229, 0.879854
0.879711, 0.972278, 0.944146, 0.879711
0.879568, 0.972234, 0.944063, 0.879568
0.879426, 0.972191, 0.943979, 0.879426
0.879285, 0.972147, 0.943894, 0.879285
0.879145, 0.972104, 0.943810, 0.879145
0.879004, 0.972060, 0.943727, 0.879004
0.878863, 0.972017, 0.943643, 0.878863
0.878722, 0.971973, 0.943559, 0.878722
0.878581, 0.971930, 0.943476, 0.878581
0.878440, 0.971886, 0.943392, 0.878440
0.878299, 0.971843, 0.943309, 0.878299
0.878159, 0.971800, 0.943227, 0.878159
0.878019, 0.971756, 0.943144, 0.878019
0.877880, 0.971713, 0.943062, 0.877880
0.877741, 0.971670, 0.942979, 0.877741
0.877603, 0.971626, 0.942897, 0.877603
0.877466, 0.971583, 0.942815, 0.877466
0.877329, 0.971540, 0.942733, 0.877329
0.877192, 0.971496, 0.942651, 0.877192
0.877055, 0.971453, 0.942569, 0.877055
0.876915, 0.971410, 0.942487, 0.876915
0.876777, 0.971367, 0.942404, 0.876777
0.876639, 0.971324, 0.942322, 0.876639
0.876499, 0.971281, 0.942239, 0.876499
0.876359, 0.971238, 0.942156, 0.876359
0.876220, 0.971195, 0.942073, 0.876220
0.876081, 0.971152, 0.941990, 0.876081
0.875940, 0.971109, 0.941907, 0.875940
0.875799, 0.971066, 0.941823, 0.875799
0.875657, 0.971023, 0.941739, 0.875657
0.875514, 0.970980, 0.941654, 0.875514
0.875370, 0.970937, 0.941569, 0.875370
0.875227, 0.970894, 0.941485, 0.875227
0.875081, 0.970851, 0.941401, 0.875081
0.874936, 0.970809, 0.941316, 0.874936
0.874790, 0.970766, 0.941233, 0.874790
0.874643, 0.970723, 0.941149, 0.874643
0.874497, 0.970681, 0.941065, 0.874497
0.874349, 0.970638, 0.940981, 0.874349
0.874201, 0.970595, 0.940898, 0.874201
0.874052, 0.970553, 0.940815, 0.874052
0.873902, 0.970510, 0.940732, 0.873902
0.873754, 0.970468, 0.940648, 0.873754
0.873608, 0.970425, 0.940565, 0.873608
0.873461, 0.970383, 0.940482, 0.873461
0.873316, 0.970340, 0.940400, 0.873316
0.873170, 0.970298, 0.940318, 0.873170
0.873024, 0.970256, 0.940236, 0.873024
0.872881, 0.970213, 0.940154, 0.872881
0.872736, 0.970171, 0.940073, 0.872736
0.872592, 0.970129, 0.939991, 0.872592
0.872446, 0.970087, 0.939910, 0.872446
0.872302, 0.970045, 0.939829, 0.872302
0.872157, 0.970003, 0.939748, 0.872157
0.872012, 0.969961, 0.939667, 0.872012
0.871865, 0.969919, 0.939585, 0.871865
0.871717, 0.969877, 0.939503, 0.871717
0.871568, 0.969835, 0.939420, 0.871568
0.871418, 0.969793, 0.939338, 0.871418
0.871270, 0.969751, 0.939255, 0.871270
0.871122, 0.969709, 0.939173, 0.871122
0.870974, 0.969667, 0.939091, 0.870974
0.870825, 0.969625, 0.939010, 0.870825
0.870678, 0.969584, 0.938928, 0.870678
0.870531, 0.969542, 0.938846, 0.870531
0.870382, 0.969500, 0.938764, 0.870382
0.870233, 0.969458, 0.938682, 0.870233
0.870084, 0.969417, 0.938599, 0.870084
0.869936, 0.969375, 0.938517, 0.869936
0.869790, 0.969333, 0.938434, 0.869790
0.869642, 0.969292, 0.938352, 0.869642
0.869495, 0.969250, 0.938269, 0.869495
0.869348, 0.969208, 0.938187, 0.869348
0.869201, 0.969167, 0.938103, 0.869201
0.869053, 0.969125, 0.938020, 0.869053
0.868905, 0.969084, 0.937937, 0.868905
0.868758, 0.969042, 0.937854, 0.868758
0.868611, 0.969001, 0.937771, 0.868611
0.868462, 0.968959, 0.937687, 0.868462
0.868312, 0.968918, 0.937603, 0.868312
0.868164, 0.968876, 0.937519, 0.868164
0.868014, 0.968835, 0.937436, 0.868014
0.867863, 0.968793, 0.937351, 0.867863
0.867712, 0.968752, 0.937267, 0.867712
0.867560, 0.968711, 0.937183, 0.867560
0.867407, 0.968669, 0.937098, 0.867407
0.867255, 0.968628, 0.937014, 0.867255
0.867103, 0.968587, 0.936930, 0.867103
0.866951, 0.968545, 0.936846, 0.866951
0.866800, 0.968504, 0.936761, 0.866800
0.866647, 0.968463, 0.936677, 0.866647
0.866495, 0.968422, 0.936593, 0.866495
0.866344, 0.968381, 0.936508, 0.866344
0.866193, 0.968340, 0.936423, 0.866193
0.866043, 0.968299, 0.936338, 0.866043
0.865892, 0.968258, 0.936253, 0.865892
0.865741, 0.968217, 0.936168, 0.865741
0.865591, 0.968176, 0.936083, 0.865591
0.865440, 0.968135, 0.935997, 0.865440
0.865289, 0.968094, 0.935911, 0.865289
0.865139, 0.968053, 0.935826, 0.865139
0.864988, 0.968012, 0.935740, 0.864988
0.864839, 0.967971, 0.935655, 0.864839
0.864690, 0.967931, 0.935570, 0.864690
0.864542, 0.967890, 0.935485, 0.864542
0.864392, 0.967849, 0.935400, 0.864392
0.864241, 0.967809, 0.935315, 0.864241
0.864090, 0.967768, 0.935230, 0.864090
0.863939, 0.967728, 0.935145, 0.863939
0.863788, 0.967687, 0.935060, 0.863788
0.863636, 0.967647, 0.934974, 0.863636
0.863485, 0.967606, 0.934889, 0.863485
0.863334, 0.967566, 0.934803, 0.863334
0.863185, 0.967526, 0.934717, 0.863185
0.863034, 0.967485, 0.934631, 0.863034
0.862883, 0.967445, 0.934545, 0.862883
0.862733, 0.967405, 0.934460, 0.862733
0.862582, 0.967365, 0.934375, 0.862582
0.862431, 0.967325, 0.934289, 0.862431
0.862280, 0.967285, 0.934204, 0.862280
0.862131, 0.967245, 0.934119, 0.862131
0.861980, 0.967205, 0.934033, 0.861980
0.861828, 0.967165, 0.933948, 0.861828
0.861676, 0.967125, 0.933862, 0.861676
0.861525, 0.967085, 0.933777, 0.861525
0.861374, 0.967045, 0.933692, 0.861374
0.861223, 0.967006, 0.933608, 0.861223
0.861070, 0.966966, 0.933523, 0.861070
0.860917, 0.966926, 0.933438, 0.860917
0.860766, 0.966886, 0.933353, 0.860766
0.860614, 0.966847, 0.933268, 0.860614
0.860461, 0.966807, 0.933183, 0.860461
0.860307, 0.966768, 0.933097, 0.860307
0.860154, 0.966728, 0.933012, 0.860154
0.859999, 0.966689, 0.932925, 0.859999
0.859842, 0.966649, 0.932839, 0.859842
0.859683, 0.966610, 0.932753, 0.859683
0.859525, 0.966571, 0.932666, 0.859525
0.859368, 0.966531, 0.932579, 0.859368
0.859211, 0.966492, 0.932492, 0.859211
0.859054, 0.966453, 0.932406, 0.859054
0.858899, 0.966414, 0.932318, 0.858899
0.858744, 0.966375, 0.932232, 0.858744
0.858588, 0.966336, 0.932144, 0.858588
0.858432, 0.966297, 0.932058, 0.858432
0.858278, 0.966258, 0.931971, 0.858278
0.858124, 0.966219, 0.931885, 0.858124
0.857970, 0.966180, 0.931799, 0.857970
0.857817, 0.966142, 0.931713, 0.857817
0.857662, 0.966103, 0.931626, 0.857662
0.857506, 0.966064, 0.931540, 0.857506
0.857352, 0.966026, 0.931453, 0.857352
0.857197, 0.965987, 0.931367, 0.857197
0.857042, 0.965949, 0.931280, 0.857042
0.856888, 0.965910, 0.931193, 0.856888
0.856734, 0.965872, 0.931107, 0.856734
0.856580, 0.965834, 0.931020, 0.856580
0.856426, 0.965796, 0.930934, 0.856426
0.856272, 0.965757, 0.930848, 0.856272
0.856120, 0.965719, 0.930762, 0.856120
0.855968, 0.965681, 0.930677, 0.855968
0.855814, 0.965643, 0.930590, 0.855814
0.855660, 0.965605, 0.930504, 0.855660
0.855507, 0.965568, 0.930418, 0.855507
0.855353, 0.965530, 0.930333, 0.855353
0.855199, 0.965492, 0.930247, 0.855199
0.855044, 0.965454, 0.930162, 0.855044
0.854888, 0.965417, 0.930077, 0.854888
0.854734, 0.965379, 0.929992, 0.854734
0.854580, 0.965342, 0.929907, 0.854580
0.854425, 0.965304, 0.929822, 0.854425
0.854271, 0.965267, 0.929738, 0.854271
0.854118, 0.965230, 0.929653, 0.854118
0.853965, 0.965192, 0.929567, 0.853965
0.853813, 0.965155, 0.929483, 0.853813
0.853660, 0.965118, 0.929398, 0.853660
0.853509, 0.965081, 0.929314, 0.853509
0.853359, 0.965044, 0.929229, 0.853359
0.853210, 0.965007, 0.929145, 0.853210
0.853062, 0.964970, 0.929060, 0.853062
0.852912, 0.964933, 0.928975, 0.852912
0.852763, 0.964896, 0.928890, 0.852763
0.852614, 0.964859, 0.928805, 0.852614
0.852466, 0.964823, 0.928721, 0.852466
0.852320, 0.964786, 0.928637, 0.852320
0.852173, 0.964749, 0.928554, 0.852173
0.852027, 0.964713, 0.928470, 0.852027
0.851881, 0.964676, 0.928387, 0.851881
0.851735, 0.964640, 0.928304, 0.851735
0.851589, 0.964604, 0.928221, 0.851589
0.851443, 0.964567, 0.928138, 0.851443
0.851297, 0.964531, 0.928054, 0.851297
0.851148, 0.964495, 0.927969, 0.851148
0.850998, 0.964458, 0.927884, 0.850998
0.850849, 0.964422, 0.927799, 0.850849
0.850701, 0.964386, 0.927715, 0.850701
0.850551, 0.964350, 0.927630, 0.850551
0.850400, 0.964314, 0.927544, 0.850400
0.850250, 0.964278, 0.927459, 0.850250
0.850101, 0.964243, 0.927373, 0.850101
0.849951, 0.964207, 0.927287, 0.849951
0.849800, 0.964171, 0.927201, 0.849800
0.849650, 0.964135, 0.927114, 0.849650
0.849501, 0.964100, 0.927027, 0.849501
0.849352, 0.964064, 0.926940, 0.849352
0.849205, 0.964029, 0.926853, 0.849205
0.849057, 0.963993, 0.926765, 0.849057
0.848909, 0.963958, 0.926678, 0.848909
0.848761, 0.963922, 0.926591, 0.848761
0.848614, 0.963887, 0.926504, 0.848614
0.848469, 0.963852, 0.926417, 0.848469
0.848325, 0.963816, 0.926330, 0.848325
0.848180, 0.963781, 0.926243, 0.848180
0.848034, 0.963746, 0.926156, 0.848034
0.847888, 0.963711, 0.926068, 0.847888
0.847743, 0.963676, 0.925980, 0.847743
0.847597, 0.963641, 0.925892, 0.847597
0.847452, 0.963606, 0.925804, 0.847452
0.847309, 0.963571, 0.925718, 0.847309
0.847164, 0.963536, 0.925630, 0.847164
0.847019, 0.963501, 0.925543, 0.847019
0.846875, 0.963466, 0.925456, 0.846875
0.846732, 0.963431, 0.925369, 0.846732
0.846589, 0.963396, 0.925281, 0.846589
0.846447, 0.963361, 0.925193, 0.846447
0.846305, 0.963326, 0.925106, 0.846305
0.846165, 0.963291, 0.925020, 0.846165
0.846025, 0.963256, 0.924933, 0.846025
0.845886, 0.963222, 0.924847, 0.845886
0.845746, 0.963187, 0.924760, 0.845746
0.845606, 0.963152, 0.924673, 0.845606
0.845469, 0.963117, 0.924586, 0.845469
0.845333, 0.963083, 0.924500, 0.845333
0.845196, 0.963048, 0.924414, 0.845196
0.845058, 0.963013, 0.924327, 0.845058
0.844919, 0.962978, 0.924241, 0.844919
0.844780, 0.962944, 0.924154, 0.844780
0.844642, 0.962909, 0.924068, 0.844642
0.844507, 0.962874, 0.923982, 0.844507
0.844372, 0.962840, 0.923896, 0.844372
0.844235, 0.962805, 0.923810, 0.844235
0.844097, 0.962771, 0.923723, 0.844097
0.843961, 0.962736, 0.923635, 0.843961
0.843823, 0.962702, 0.923548, 0.843823
0.843686, 0.962667, 0.923460, 0.843686
0.843547, 0.962633, 0.923373, 0.843547
0.843410, 0.962598, 0.923285, 0.843410
0.843272, 0.962564, 0.923198, 0.843272
0.843136, 0.962529, 0.923110, 0.843136
0.842999, 0.962495, 0.923023, 0.842999
0.842864, 0.962461, 0.922934, 0.842864
0.842730, 0.962426, 0.922846, 0.842730
0.842595, 0.962392, 0.922757, 0.842595
0.842460, 0.962357, 0.922668, 0.842460
0.842326, 0.962323, 0.922579, 0.842326
0.842189, 0.962288, 0.922490, 0.842189
0.842053, 0.962254, 0.922401, 0.842053
0.841916, 0.962220, 0.922312, 0.841916
0.841781, 0.962185, 0.922223, 0.841781
0.841646, 0.962151, 0.922136, 0.841646
0.841512, 0.962117, 0.922048, 0.841512
0.841378, 0.962082, 0.921961, 0.841378
0.841243, 0.962048, 0.921874, 0.841243
0.841109, 0.962014, 0.921788, 0.841109
0.840976, 0.961979, 0.921701, 0.840976
0.840843, 0.961945, 0.921614, 0.840843
0.840711, 0.961911, 0.921527, 0.840711
0.840578, 0.961876, 0.921439, 0.840578
0.840447, 0.961842, 0.921351, 0.840447
0.840318, 0.961808, 0.921264, 0.840318
0.840191, 0.961774, 0.921177, 0.840191
0.840064, 0.961739, 0.921091, 0.840064
0.839937, 0.961705, 0.921005, 0.839937
0.839809, 0.961671, 0.920919, 0.839809
0.839681, 0.961636, 0.920833, 0.839681
0.839555, 0.961602, 0.920747, 0.839555
0.839429, 0.961568, 0.920662, 0.839429
0.839301, 0.961534, 0.920577, 0.839301
0.839173, 0.961499, 0.920491, 0.839173
0.839044, 0.961465, 0.920406, 0.839044
0.838915, 0.961431, 0.920320, 0.838915
0.838785, 0.961396, 0.920234, 0.838785
0.838656, 0.961362, 0.920149, 0.838656
0.838526, 0.961328, 0.920063, 0.838526
0.838395, 0.961293, 0.919977, 0.838395
0.838263, 0.961259, 0.919892, 0.838263
0.838130, 0.961225, 0.919806, 0.838130
0.837997, 0.961190, 0.919721, 0.837997
0.837864, 0.961156, 0.919635, 0.837864
0.837729, 0.961122, 0.919549, 0.837729
0.837595, 0.961087, 0.919463, 0.837595
0.837462, 0.961053, 0.919377, 0.837462
0.837329, 0.961019, 0.919291, 0.837329
0.837195, 0.960984, 0.919205, 0.837195
0.837062, 0.960950, 0.919120, 0.837062
0.836927, 0.960916, 0.919034, 0.836927
0.836791, 0.960882, 0.918947, 0.836791
0.836657, 0.960847, 0.918861, 0.836657
0.836522, 0.960813, 0.918775, 0.836522
0.836388, 0.960779, 0.918689, 0.836388
0.836253, 0.960744, 0.918602, 0.836253
0.836120, 0.960710, 0.918515, 0.836120
0.835987, 0.960676, 0.918429, 0.835987
0.835853, 0.960641, 0.918343, 0.835853
0.835720, 0.960607, 0.918257, 0.835720
0.835586, 0.960573, 0.918171, 0.835586
0.835452, 0.960539, 0.918084, 0.835452
0.835319, 0.960504, 0.917998, 0.835319
0.835187, 0.960470, 0.917911, 0.835187
0.835054, 0.960436, 0.917825, 0.835054
0.834922, 0.960402, 0.917740, 0.834922
0.834791, 0.960367, 0.917655, 0.834791
0.834659, 0.960333, 0.917569, 0.834659
0.834528, 0.960299, 0.917483, 0.834528
0.834395, 0.960264, 0.917397, 0.834395
0.834263, 0.960230, 0.917310, 0.834263
0.834128, 0.960196, 0.917224, 0.834128
0.833995, 0.960161, 0.917137, 0.833995
0.833862, 0.960127, 0.917051, 0.833862
0.833731, 0.960093, 0.916964, 0.833731
0.833600, 0.960058, 0.916877, 0.833600
0.833471, 0.960024, 0.916790, 0.833471
0.833340, 0.959990, 0.916703, 0.833340
0.833208, 0.959956, 0.916616, 0.833208
0.833076, 0.959921, 0.916528, 0.833076
0.832945, 0.959887, 0.916441, 0.832945
0.832813, 0.959852, 0.916353, 0.832813
0.832679, 0.959818, 0.916265, 0.832679
0.832546, 0.959784, 0.916177, 0.832546
0.832412, 0.959749, 0.916089, 0.832412
0.832279, 0.959715, 0.916002, 0.832279
0.832146, 0.959681, 0.915913, 0.832146
0.832012, 0.959646, 0.915824, 0.832012
0.831879, 0.959612, 0.915735, 0.831879
0.831746, 0.959577, 0.915646, 0.831746
0.831612, 0.959543, 0.915556, 0.831612
0.831479, 0.959509, 0.915466, 0.831479
0.831343, 0.959474, 0.915376, 0.831343
0.831207, 0.959440, 0.915285, 0.831207
0.831072, 0.959405, 0.915195, 0.831072
0.830935, 0.959371, 0.915105, 0.830935
0.830800, 0.959336, 0.915015, 0.830800
0.830664, 0.959302, 0.914925, 0.830664
0.830528, 0.959267, 0.914834, 0.830528
0.830391, 0.959233, 0.914743, 0.830391
0.830256, 0.959198, 0.914653, 0.830256
0.830119, 0.959164, 0.914564, 0.830119
0.829984, 0.959129, 0.914474, 0.829984
0.829850, 0.959095, 0.914385, 0.829850
0.829717, 0.959060, 0.914296, 0.829717
0.829585, 0.959026, 0.914206, 0.829585
0.829455, 0.958991, 0.914117, 0.829455
0.829326, 0.958957, 0.914028, 0.829326
0.829195, 0.958922, 0.913939, 0.829195
0.829064, 0.958888, 0.913850, 0.829064
0.828931, 0.958853, 0.913760, 0.828931
0.828797, 0.958819, 0.913670, 0.828797
0.828664, 0.958784, 0.913580, 0.828664
0.828530, 0.958750, 0.913489, 0.828530
0.828395, 0.958715, 0.913398, 0.828395
0.828261, 0.958680, 0.913307, 0.828261
0.828127, 0.958646, 0.913215, 0.828127
0.827991, 0.958611, 0.913123, 0.827991
0.827856, 0.958577, 0.913031, 0.827856
0.827720, 0.958542, 0.912939, 0.827720
0.827583, 0.958507, 0.912847, 0.827583
0.827447, 0.958473, 0.912755, 0.827447
0.827309, 0.958438, 0.912662, 0.827309
0.827173, 0.958403, 0.912569, 0.827173
0.827037, 0.958369, 0.912475, 0.827037
0.826901, 0.958334, 0.912383, 0.826901
0.826766, 0.958299, 0.912291, 0.826766
0.826630, 0.958265, 0.912198, 0.826630
0.826494, 0.958230, 0.912106, 0.826494
0.826358, 0.958195, 0.912013, 0.826358
0.826222, 0.958161, 0.911920, 0.826222
0.826085, 0.958126, 0.911827, 0.826085
0.825950, 0.958091, 0.911735, 0.825950
0.825817, 0.958056, 0.911643, 0.825817
0.825683, 0.958022, 0.911550, 0.825683
0.825546, 0.957987, 0.911457, 0.825546
0.825409, 0.957952, 0.911365, 0.825409
0.825271, 0.957917, 0.911272, 0.825271
0.825133, 0.957883, 0.911179, 0.825133
0.824996, 0.957848, 0.911086, 0.824996
0.824858, 0.957813, 0.910993, 0.824858
0.824720, 0.957778, 0.910900, 0.824720
0.824584, 0.957743, 0.910807, 0.824584
0.824447, 0.957708, 0.910715, 0.824447
0.824312, 0.957674, 0.910623, 0.824312
0.824177, 0.957639, 0.910531, 0.824177
0.824042, 0.957604, 0.910439, 0.824042
0.823909, 0.957569, 0.910348, 0.823909
0.823775, 0.957534, 0.910255, 0.823775
0.823639, 0.957499, 0.910163, 0.823639
0.823503, 0.957464, 0.910071, 0.823503
0.823366, 0.957429, 0.909979, 0.823366
0.823231, 0.957395, 0.909887, 0.823231
0.823097, 0.957360, 0.909795, 0.823097
0.822962, 0.957325, 0.909704, 0.822962
0.822827, 0.957290, 0.909612, 0.822827
0.822694, 0.957255, 0.909522, 0.822694
0.822560, 0.957220, 0.909431, 0.822560
0.822425, 0.957185, 0.909339, 0.822425
0.822289, 0.957150, 0.909247, 0.822289
0.822153, 0.957115, 0.909155, 0.822153
0.822016, 0.957080, 0.909063, 0.822016
0.821880, 0.957045, 0.908971, 0.821880
0.821745, 0.957010, 0.908878, 0.821745
0.821610, 0.956975, 0.908786, 0.821610
0.821474, 0.956940, 0.908693, 0.821474
0.821338, 0.956905, 0.908601, 0.821338
0.821202, 0.956870, 0.908508, 0.821202
0.821065, 0.956835, 0.908416, 0.821065
0.820928, 0.956800, 0.908324, 0.820928
0.820791, 0.956765, 0.908232, 0.820791
0.820655, 0.956730, 0.908139, 0.820655
0.820519, 0.956694, 0.908047, 0.820519
0.820384, 0.956659, 0.907954, 0.820384
0.820252, 0.956624, 0.907861, 0.820252
0.820118, 0.956589, 0.907768, 0.820118
0.819985, 0.956554, 0.907676, 0.819985
0.819851, 0.956519, 0.907583, 0.819851
0.819718, 0.956484, 0.907490, 0.819718
0.819584, 0.956449, 0.907397, 0.819584
0.819449, 0.956414, 0.907304, 0.819449
0.819314, 0.956379, 0.907211, 0.819314
0.819179, 0.956343, 0.907117, 0.819179
0.819045, 0.956308, 0.907024, 0.819045
0.818910, 0.956273, 0.906931, 0.818910
0.818776, 0.956238, 0.906837, 0.818776
0.818640, 0.956203, 0.906743, 0.818640
0.818505, 0.956168, 0.906649, 0.818505
0.818370, 0.956133, 0.906556, 0.818370
0.818236, 0.956097, 0.906463, 0.818236
0.818101, 0.956062, 0.906370, 0.818101
0.817968, 0.956027, 0.906278, 0.817968
0.817838, 0.955992, 0.906185, 0.817838
0.817708, 0.955957, 0.906092, 0.817708
0.817577, 0.955921, 0.905998, 0.817577
0.817445, 0.955886, 0.905905, 0.817445
0.817312, 0.955851, 0.905812, 0.817312
0.817177, 0.955816, 0.905717, 0.817177
0.817043, 0.955780, 0.905623, 0.817043
0.816909, 0.955745, 0.905530, 0.816909
0.816777, 0.955710, 0.905436, 0.816777
0.816647, 0.955675, 0.905343, 0.816647
0.816516, 0.955640, 0.905249, 0.816516
0.816385, 0.955604, 0.905157, 0.816385
0.816254, 0.955569, 0.905064, 0.816254
0.816122, 0.955534, 0.904971, 0.816122
0.815990, 0.955499, 0.904878, 0.815990
0.815858, 0.955463, 0.904786, 0.815858
0.815728, 0.955428, 0.904693, 0.815728
0.815598, 0.955393, 0.904602, 0.815598
0.815467, 0.955358, 0.904510, 0.815467
0.815338, 0.955322, 0.904418, 0.815338
0.815209, 0.955287, 0.904325, 0.815209
0.815080, 0.955252, 0.904232, 0.815080
0.814952, 0.955217, 0.904139, 0.814952
0.814824, 0.955181, 0.904047, 0.814824
0.814695, 0.955146, 0.903954, 0.814695
0.814566, 0.955111, 0.903861, 0.814566
0.814435, 0.955076, 0.903769, 0.814435
0.814307, 0.955040, 0.903676, 0.814307
0.814178, 0.955005, 0.903585, 0.814178
0.814048, 0.954970, 0.903492, 0.814048
0.813917, 0.954935, 0.903400, 0.813917
0.813785, 0.954899, 0.903307, 0.813785
0.813653, 0.954864, 0.903214, 0.813653
0.813520, 0.954829, 0.903121, 0.813520
0.813388, 0.954794, 0.903028, 0.813388
0.813257, 0.954758, 0.902934, 0.813257
0.813127, 0.954723, 0.902842, 0.813127
0.812998, 0.954688, 0.902750, 0.812998
0.812872, 0.954653, 0.902658, 0.812872
0.812746, 0.954618, 0.902566, 0.812746
0.812622, 0.954582, 0.902475, 0.812622
0.812497, 0.954547, 0.902384, 0.812497
0.812373, 0.954512, 0.902294, 0.812373
0.812249, 0.954477, 0.902203, 0.812249
0.812125, 0.954442, 0.902113, 0.812125
0.812002, 0.954407, 0.902021, 0.812002
0.811878, 0.954371, 0.901930, 0.811878
0.811753, 0.954336, 0.901840, 0.811753
0.811629, 0.954301, 0.901749, 0.811629
0.811505, 0.954266, 0.901657, 0.811505
0.811382, 0.954231, 0.901566, 0.811382
0.811262, 0.954195, 0.901475, 0.811262
0.811142, 0.954160, 0.901384, 0.811142
0.811021, 0.954125, 0.901292, 0.811021
0.810898, 0.954090, 0.901200, 0.810898
0.810775, 0.954055, 0.901108, 0.810775
0.810652, 0.954019, 0.901016, 0.810652
0.810530, 0.953984, 0.900924, 0.810530
0.810407, 0.953949, 0.900832, 0.810407
